claim,label,source_language
"...son beş yılda, 2009 ve 2013 yıllarında, Türkiye’de 48.300 düzensiz göçmen yakalanmıştır.",false,tr
İŞKUR'un 7 bin 400 Suriyeli istihdam edeceği iddiası,false,tr
"Bild zeigt schwarzen Löwen, von denen es nur zwei auf der Welt gibt.",false,de
"„143 Kinder getötet, 13 539 sexuell missbraucht - Deutschlands traurigste Statistik“. Die Grünen nennen das bunte Vielfalt",false,de
Mundschutz: Kleinkinder gar nicht!,false,de
Kanada'da Türkiye'deki kadınların seçme ve seçilme hakkıyla ilgili karikatür yayınlandığı iddiası,true,tr
"(son bir yılda) Bebek mamaları yüzde 100, pişik kremleri ise yüzde 70 zamlandı.",false,tr
درآمد پزشکان ایرانی (با احتساب برابری قدرت خرید) بیش از همه جای دنیا است.,mostly true,fa
„Regierung gibt zu: Impfungen verursachen Autismus und schwere körperliche/psychische Schäden”,false,de
Hiçbir koalisyon döneminde ülkede kalkınma görülmedi.,false,tr
"AKP’ye en çok oy çıkan yerler, deprem riskinin en yüksek olduğu yerler",false,tr
Türkiye son 10 yılda 120 milyar doların üzerinde gıdası için tarım ürünü ithal etti.,false,tr
"Zarar eden PTT, geçen yıl itibarıyla cirosunu 1 milyar doların üzerine çıkarmıştır. 200 milyon dolar civarında da bir net karı var.",mostly true,tr
"BBG LIVE ist hier: REWE (Karlsplatz 25, Bernburg).",true,de
ABD ve Avrupa’da Augmentin’in evcil hayvanlarda kullanımının yasaklandığı iddiası,false,tr
"Kemal Kılıçdaroğlu yine 'Türkiye'de demokrasi yok' demeyi tercih etti. Yani seçimden daha yeni çıkmışız. Bugün Avrupa'da seçimler öyle yüzde 45, yüzde 50, yüzde 55'lerde iken, ülkemizde yüzde 87 gibi bir katılımla seçim yapıyoruz.",false,tr
Suriyeli sığınmacıların ülke içinde istedikleri gibi yer değiştirebilecekleri iddiası,false,tr
"Der Familienhund biss einem Pädophilen, der zwei Mädchen vergewaltigen wollte, seinen Penis und seine Genitalien ab",false,de
Asgari ücreti 184 liradan bin liraya çıkaran biziz.,true,tr
(Türkiye) Yolsuzluk Algılama Endeksi'nde 2003 yılında 133 ülke arasında 77'nci sırada yer alırken 2013 yılında 50'nci sıraya yükselmiştir.,false,tr
"2015 yılında, BES (bireysel emeklilik sistemi), ortalamada reel olarak yüzde 7'ye yakın zarar etmiştir.",true,tr
E-104 isimli renklendiricinin deri hastalıklarına sebep olduğu ve bazı ülkelerde yasaklandığı iddiası,false,tr
Almanya’da bir Japon kafesinde Atatürk’e özel köşe yapıldığı iddiası,false,tr
Parası değer kaybeden gelişmekte olan ülkelerin tamamı petrol üretenler.,false,tr
"Aile gelirinin borca oranı 2002’de yüzde 4,7’ydi. Şimdi bu oran yüzde 57.",mostly true,tr
اصلاح‌طلبان در تهران ۱۳۰ نامزد تایید صلاحیت شده دارند که افراد گمنامی هم نیستند.,false,fa
Bekanntester Popstar aus Deutschland stirbt bei Unfall,false,de
Türkiye 1980’den bu yana dünyanın en büyük 20 ekonomisinden biridir.,true,tr
Verschiedene Zitate von Grünen Politikern,false,de
Fotoğrafın 5 litrelik yağ şişelerinin eksik doldurulduğunu gösterdiği iddiası,false,tr
Fotoğrafın Türkiye’ye gelen S-400 füzelerini gösterdiği iddiası,false,tr
"Nach dem Mord an der 14-jährigen Susanna, legt die Seite „Tag24” nahe, dass der Tatverdächtige wieder freigelassen werden soll.",false,de
Avrupa ve ABD’deki uygulamalarda hiçbir gösteride maske kullanılamaz. Maske kullanan alıp götürülecek,mostly true,tr
"Son 1 ayda fiyatı düşen ürün sayısı 37, buna karşılık fiyatı artan ürün sayısı 360 civarında.",true,tr
Video küçük kuzeni sınav belgesi yerine boş kağıt verdiği için YKS'ye giremeyen genci göstermiyor,false,tr
"2014 yılı durgunluğun, enflasyonun, işsizliğin ve borçların tırmandığı bir yıl olarak...",false,tr
Chinesische Lebensmittel sind gefährlich.,false,de
Fotoğrafın Latin alfabesine geçiş sırasındaki bir propaganda afişini gösterdiği iddiası,true,tr
"Önceki yıl 7 bin, geçen yıl 5 bin megavat yeni üretim tesisi kurulmuş.",false,tr
ES DROHEN HOHE BUSSGELDER: 43 MILLIONEN DEUTSCHE MÜSSEN IHREN FÜHRERSCHEIN UMTAUSCHEN,mostly true,de
Türkiye yolsuzluk algısında rekor puan kaybedip en kötü şekilde gerileyen ülke,mostly true,tr
Çaykur Varlık Fonu'na devredildiğinden beri zarar ediyor: Kâr öngördü zarar 657 milyon oldu,true,tr
Das ist der Islam 2020 in der Türkei,false,de
Tablonun bazı illerdeki koronavirüs vakalarını gösterdiği iddiası,false,tr
"Opera, bale ve korolarda seyirciden, esere; sanatçıdan, salona tüm sayıları azaldı",true,tr
A Haber'in Muharrem İnce'nin İzmir mitingine katılım olmadı alt bandı kullandığı iddiası,false,tr
"2015’in ilk 3 çeyreğinde yüzde 4’lük büyüme ile ülkemiz OECD ülkeleri arasında 2.sırada, G20 ülkeleri arasında 4.sırada yer alıyor.",false,tr
Türkiye’de istihdam edilen 8 milyon kadının sadece %45’i kayıtlı çalışan durumundadır. Tarım sektöründe çalışan kadınların ise %90’ı kayıtsız çalışmaktadır.,mostly true,tr
Cem Yılmaz Bebek Otel'in ortağı değil,false,tr
Selfitis'in Amerikan Psikiyatri Derneği tarafından hastalık olarak kabul edildiği iddiası,false,tr
"Türkiye havacılıkta dünyada 11., Avrupa’da 5. sıraya yükseldi. THY Avrupa’nın 2. büyük şirketi haline geldi.",mostly true,tr
Ayhan Ünal'ın Manisa Alaşehir Devlet Hastanesi’nin müdürü olduğu iddiası,false,tr
"Teknolojik yatırımlara çok geriden başlayan ülkemizde, 2016 yılı verilerine baktığımızda yüksek teknolojili ürünlerin imalat sanayi ihracatımızdaki payının sadece %3,5 olduğu görülmektedir.",true,tr
Türkiye OECD ülkeleri arasında gelir dağılımını en hızlı iyileştirebilen ülke oldu.,false,tr
Abu Dabi'de bir binaya İsrail bayrağı yansıtıldığı iddiası,false,tr
"Menschen, die ins Rentensystem einzahlen, bekommen nur 48% Rente, aber Beamte, die da nicht einzahlen, über 70%",false,de
"Asylanten bekommen Wohnungen mietfrei, deutsche Obdachlose müssen auf der Straße erfrieren.",false,de
بین سه تا هفت میلیون کودک کار ایرانی وجود دارند.,false,fa
„Experte: Migranten aus Afrika sind keine Flüchtlinge nach Genfer Konvention“,false,de
Bazı ülkelerde Covid-19 tedavi masraflarını gösterdiği iddia edilen tutarlar,false,tr
"200 milyar dolara yakın bir bütçemiz var bizim 2016’da. Yalnız bu bütçenin çoğu, personel harcamalarına, cari harcamalara gidiyor. 200 milyar dolarlık bütçenin ancak 10’da 1'i yatırımlara gidiyor.",true,tr
Fotoğrafta ‘Tayyip bize maske değil ücretsiz şarap dağıt’ yazdığı iddiası,false,tr
"TSK NATO’nun 2. büyük ordusu, dünyanın 5. büyük ordusudur",false,tr
Die AfD bietet Teilnehmern einer Demo finanzielle Unterstützung an.,true,de
"Her 4 işsizden biri üniversitelidir. Üniversite mezunu işsizlik oranı yüzde 12,1 olarak gerçekleşmiştir.",true,tr
"Tarımsal ham maddede ithalat, ihracatın 6 katına ulaştı.",true,tr
2002 yılına kadar savunma sanayinin yüzde 80’i ithalatla karşılanıyordu.,mostly true,tr
Onlar (Suriyeli sığınmacılar) gelmeden önce petrolün fiyatı ne kadardı? Varili 100 doların üzerindeydi. Şimdi ne kadar? 50 dolar civarında.,true,tr
Tablonun Covid-19’un üç aşamasını gösterdiği iddiası,true,tr
Torku'nun sahibi ve ürettiği yumurtalar hakkındaki iddialar,false,tr
Wayfair isimli mobilya firmasının çocuk ticareti yaptığı iddiası,false,tr
Önümüzdeki 10 yılda enerji talebinin iki katına çıkmasını bekliyoruz.,false,tr
Aufruf zu Verkehrsunfall in Bulgarien,false,de
جزیره کیش به چینی‌ها واگذار می‌شود.,false,fa
(Son) 13 yıllık dönemde Türkiye 468 milyar dolar açık vermiştir…(AK Parti’den) önceki 13 yılda verilen cari açık sadece 20 milyar dolardır.,true,tr
"Neymiş? 1923-1950 arasında yapılan toplam 3,4 milyar dolar ihracat şimdi bir haftada yapılıyormuş! İyi de aynı dönemde Türkiye’nin dış ticaret açığı sıfır! Bugün ise haftada 1,2 milyar doları buluyor.",true,tr
Oy pusulaları üzerinde oy kullanılacak ilin isminin yazılı olması gerektiği iddiası,true,tr
Türkiye'nin dış borcu 438 milyar dolar oldu.,true,tr
"Nach dem Mord an der 14-jährigen Susanna, behauptet der Blog „Halle-Leaks” in einer Überschrift, der Tatverdächtige solle wahrscheinlich wieder freigelassen werden.",false,de
Fotoğraflar Yeni Zelanda'da gerçekleşen cami saldırısını göstermiyor,false,tr
Transatlantische Verflechtungen der Grünen,mostly true,de
"Türkiye, karbon salımı en çok artan ülkelerden birisi, hiçbir tedbir alınmıyor.",true,tr
"Dolar 7,60 TL, son 1 yılda TL %33 değer kaybetti. Son 3 yılda TL'nin değer kaybı ise %110",false,tr
Toyota isminin oyuncak araba anlamına gelen ‘toy auto’dan geldiği iddiası,false,tr
"2011’de yakalanan bonzai 44 kiloydu, 2013’te 350 kilo yakalandı",false,tr
Video Japonya'da üretilen robotu mu gösteriyor?,false,tr
"Dünyada kömür üretiminde Almanya 1., Türkiye 28. Son 30 yılda madenlerde ölen işçi sayısı Almanya’da 0, Türkiye’de 1580",false,tr
"En borçlu ilk 5 il AKP, bağımsız istatistiklerde de rahatlıkla görüleceği üzere mutlu, yaşanabilir kentlerin çoğunluğu ise CHP'li belediye başkanlarıyla yönetiliyor.",mostly true,tr
"Diakonie sucht Fachkräfte, um Kinder aus Familien zu holen",false,de
"(İHH için) ""Türkiye’den böyle bir insani yardımı götürmek için günün başbakanına mı sordunuz?",false,tr
Erdoğan'ın Suriyelilere kitlesel vatandaşlık vermesinin modern dünyada eşi yok.,mostly true,tr
Fotoğraftaki yılan montajlanmış,false,tr
Lügenpresse verschweigt Gerichtsurteil: Plötzlicher Kindstod (SIDS) von Impfungen verursacht!,false,de
2015 yılında bir önceki yıldan devreden faili meçhul dosya sayısı 2005'e göre 2 katından fazla artış göstererek 2 milyon 867 bin 828'e yükselmiş.,mostly true,tr
Almanya genelinde ders kitaplarının kiralanıp yıllarca kullanılabildiği iddiası,false,tr
Videonun 30 Ekim 2020 İzmir depremindeki kurtarma çalışmalarından olduğu iddiası,false,tr
Video Kılıçdaroğlu'nun Çubuk'ta uğradığı saldırıdan sonra söylediklerini göstermiyor,false,tr
"İhracatta 6 milyar, turizmde 6-7 milyar dolar Rusya'dan gelir elde ediyoruz. Bir de bavul ticareti var; 2013'te 8,5 milyar, 2014'te 6 milyar dolara düşen bir tablo. Kriz derinleşirse, Türkiye'nin 20 milyar dolar kaybı olacağı göz önünde bulundurulmalı.",mostly true,tr
Son 11 yılda 241 tane devlet tarafından öldürülen çocuk var,mostly true,tr
...gelir dağılımındaki adaletsizlik artıyor.,false,tr
Weltweit wurde Covid-19 aufgrund eines schwerwiegenden Diagnosefehlers falsch behandelt,false,de
2002'de göreve geldiğimizde geniş bant nedir bilen yoktu. 2 gün önce İngiltere'deydim. Orada bile internet hızı bizden daha yavaş.,false,tr
14 yılda 6 bin 100 kilometrenin üzerine 18 bin 500 kilometre daha yol koyduk.,false,tr
"Ein „Arabermob“ habe versucht, Studentinnen zu vergewaltigen",false,de
90 Prozent falsche Positiv-Tests in den USA?,false,de
Alice Weidel ist die beliebteste Politikerin bei Facebook,false,de
Fotoğrafın İspanyol gribi salgınında maske takan bir kediyi gösterdiği iddiası,true,tr
„Über 500 Wissenschaftler widersprechen These vom ‘menschengemachten Klimawandel’“,false,de
در چند سال اخیر ۴۰۰هزار نفر از خوزستان به سمت شمال کشور مهاجرت کرده‌اند,false,fa
Uluslararası yatırımcıların önemli bölümü ülkemize yaptıkları yatırımları artırarak sürdürüyor.,false,tr
9 ile başlayan kimlik numaraları ve Suriyeliler'in oy kullanmasına ilişkin iddia,true,tr
Türkiye'nin 2018'de 'yarı-özgür ülke' statüsünden 'özgür olmayan ülke' statüsüne gerilediği iddiası,true,tr
Corona: Einreisestopps in EU sollen nicht für Asylbewerber gelten,false,de
Niemand ist am Coronavirus gestorben,false,de
"Adalet ve Kalkınma Partisi geldiğinde yüzde 52’lerde olan “yargıya güven” endeksi, şu anda yüzde 14’e kadar düştü.",false,tr
"Wer den Link teilt, bekommt einen 250-Euro-Gutschein von Rewe oder Edeka",false,de
ایران تنها کشور منطقه است که انتخابات برگزار می‌کند و تمام سیاستمدارانش با رای مردم انتخاب می‌شوند.,false,fa
"Ebu Hanzala'nın Ankara'da panele katılacağı doğru, reklam panoları montaj",false,tr
Bauer versus Aslyant,false,de
Türkisches Staatsfernsehen über Adrenochrom,false,de
"Peter Tauber schrieb: „Wenn Sie etwas ordentliches gelernt haben, dann brauchen Sie keine drei Minijobs“",false,de
"...ülkemiz on iki yıllık AKP döneminde, net 164 bin 222 dekar ormanını kaybetmiştir.",false,tr
Merkel Migrant tötet 14-Jährige.,false,de
Türkiye satın alma gücü bakımından dünyanın en büyük 13. ülkesidir. Aynı şekilde kişi başına düşen milli gelir bakımından bulunduğumuz 64. sıranın da gerçeği yansıtmadığını düşünüyorum.,true,tr
براساس سناریوی سازمان ملل، جمعیت ایران در سال ۲۱۰۰ به ۳۰میلیون خواهد رسید.,false,fa
Syrer sticht Frau samt 3 Kinder ab und versucht Säugling zu verbrennen – lebendig!,false,de
Das Bild einer Jugendlichen sei bei „Ende Gelände“ entstanden,false,de
"(DSP-MHP-ANAP hükümeti için) IMF’e borçlandılar, ne kadar? 23,5 milyar dolar.",true,tr
"Yaklaşık 300 bin yurttaşımız her yıl bu şekilde gezici, mevsimlik işçi olarak Türkiye'yi dolaşıyorlar",mostly true,tr
ABD’de yedi ay içerisinde sivil ölümleri 560'ı aşmış durumda.,true,tr
Corona- und Influenza-Todeszahlen können sinnvoll verglichen werden,false,de
Fındık rekoltesi her geçen yıl azalıyor.,false,tr
130 Millionen Tote: ZDF rottet zwei Fünftel der USA aus,false,de
Ay’dan dönen Apollo 11 astronotlarının Anıtkabir’i ziyaret ettikleri iddiası,true,tr
ما اعدام دختر ۹ ساله و پسر ۱۵ ساله و یا حتی سنگسار نداشته و نداریم.,false,fa
جایگاه ایران در شاخص نوآوری از رتبه ١٢٠ به ۶۱ رسیده است.,true,fa
İtalya’da koronavirüse karşı Kuran okunduğu iddiası,true,tr
Cumhurbaşkanımız seçilmiş devlet liderleri içerisinde dünyada en yüksek devlet tecrübesine sahip,false,tr
Alle Arbeitgeber müssen bis 31. Juli 2021 den Impfschutz ihrer Angestellten nachweisen,false,de
Bundesagentur wirbt mit Kindergeld in aller Welt – selbst auf arabisch,false,de
Fotoğraftakilerin insan derisi ve uzuvlarından yapıldığı iddiası,false,tr
AB ile 150 milyar dolarlık ticaret hacmimiz var.,true,tr
Bestätigt – Glyphosat und Nierenzellen von Affen in Impfstoffen,false,de
"GAP Bölgesi yatırımlarının toplam kamu yatırımları içerisindeki payı 1990'lı yıllarda ortalama yüzde 7 ... iken, bu oran 2009 yılında yüzde 14,4'e yükselmiştir.",true,tr
Fotoğrafların Türkiye'deki yapıları gösterdiği iddiası,false,tr
"Bugün yer kürede yer alan doğalgaz rezervlerinin %70'i, petrol rezervlerinin ise %60'ı komşularımızın topraklarında bulunuyor. Ayrıca ülkemiz Avrupa'nın 4., dünyanın en büyük 18. doğalgaz piyasası konumundadır",false,tr
Fotoğrafın Hz. Muhammed’in türbesini gösterdiği iddiası,false,tr
Şener Şen’e ait olduğu iddia edilen Twitter hesabı sahte,false,tr
iPhone-Besitzer sind automatisch als Organspender registriert,false,de
Elternbrief: Disziplinarverstoß eines Schülers wegen „ausländerfeindlicher Aktion“,false,de
"Belediye ne yapmış, Türkiye’nin en pahalı suyunu satmış, Ankara birinci.",mostly true,tr
11 rektör iki sene içerisinde atandı. Bu rektörlerin hepsi ilahiyat mezunu,true,tr
2002'de yüzde 72'ye ulaşan kamu borç stokunun milli gelire oranını 2016'da yüzde 28'e kadar düşürdük. Bu oranla Avrupa'nın en iyi durumda olan ülkeleri arasındayız.,true,tr
"2018-19 yılında ilkokul çocuklarında okullaşma oranı %91, ortaokul çocuklarında %93,28. … ama bu rakamların şöyle bir trajik anlamı var: 2011/12 yani 4+4+4 başladığı gün, bu oran 98,67 idi. Cumhuriyet tarihi boyunca bu oranlar sürekli artagelmiştir.",true,tr
MEB’in Almanca ders kitabında bir kadının montajla başörtülü gösterildiği iddiası,true,tr
Hekim denklik sınavında kayırılan Suriyeli adayların bakanlık kadrolarına atandığı iddiası,false,tr
Markus Söder hat Kritikern der Corona-Maßnahmen mit Gefängnis gedroht,false,de
"Nasıl Türkiye’de bir işsizlik var, Türkiye’den daha çok işsizlik Almanya’da, İngiltere’de, İspanya’da var.",false,tr
“Dalai Lama warnt vor zu vielen Migranten: Europa darf nicht muslimisch oder afrikanisch werden“,mostly true,de
"Büyüme koalisyon dönemlerinde ortalama yüzde 4, tek parti dönemlerinde ise yüzde 5,5.",false,tr
"Türkiye'nin 2002'de 36 milyar lira olan tarımsal milli geliri, 2014 yılında 125 milyar liraya ulaştı.",false,tr
[برخی] حقوقدانان شورای نگهبان تحصیلکرده انگلیس‌اند.,true,fa
Cumhurbaşkanlığı Külliyesi'ne ve YSK’ya giden yolların kamyonlarla kapatıldığı iddiası,true,tr
''Toptan ve perakende ticaret sektöründe 1 milyon 800 bin kişi istihdam edilmektedir.'',false,tr
"Bursa'yı bir dolaşın. En geri kalmış ilçesi Nilüfer. Çankaya Ankara'nın gözbebeğiydi. Şu an Çankaya, Ankara'nın en geri kalmış yeri.",false,tr
Türkiye'nin tükettiği mercimeğin yüzde 80'ini Kanada'dan ithal ettiği iddiası,false,tr
„Deutschland 2018: 860.000 Menschen ohne eigene Wohnung – Tendenz steigend“,false,de
Der Oberbürgermeister plant den Bau einer Großmoschee in Bautzen.,false,de
قمه‌زنی در عاشورا بدعت سفیر انگلیس در ایران بوده است!,false,fa
Gaziantep'te Suriyeliler vatandaşlık için kuyruğa girdi iddiası,false,tr
Fotoğrafın Washington DC'deki Atatürk heykelini koruyan siyahları gösterdiği iddiası,false,tr
Afrika'daki en büyük ticaret ortağımız Cezayir'dir.,false,tr
"2017’de tarımsal kesime 12,7 milyar lira destek verildi; aynı dönemde 8 ürünün ithalatına 20,6 milyar ödeme yapıldı.",true,tr
Sensation in Dänemark: Kein einziger Flüchtling darf mehr bleiben!,false,de
AKP iktidara geldiğinden beri 2 trilyon dolar ithalat yapmışız; 1.3 trilyon dolar ihracat yapmışız; aradaki fark dış ticaret açığı.,true,tr
Madenlerde bu AKP döneminde iş kazası artmış.,false,tr
"Türkiye’de AK Parti de dahil hiçbir parti barajın indirilmesiyle ilgili girişimde bulunmadı, sadece AK Parti bunun tartışılması için çağrıda bulundu",false,tr
Video Sakarya’daki fabrikada yaşanan patlamayı göstermiyor,false,tr
Obama'nın karşısında ayaklarını uzattığı kişi Nuri El Maliki değil,false,tr
Kalkınma Bakanlığı olarak üniversitelere yatırımların ödeneklerinden sorumluyuz. Doğu ve Güneydoğu’yu farklı bir yere koyduk.,false,tr
İspanya’da koronavirüs taşıyan 92 bin vizonun itlaf edileceği iddiası,true,tr
Avrupa’da doğalgazı en ucuz kullanan ülke Türkiye.,false,tr
Kanadalı doktorların maaşlarına yapılan zammı protesto ettiği iddiası,true,tr
بیش از ۲۳ هزار دانشجوی افغانستانی در دانشگاه‌های ایران تحصیل می‌کنند و هر دانشجو سالانه ۱۵ هزار یورو هزینه دارد.,false,fa
Rumeli Hisarı'na mescit yapıldığı iddiası,true,tr
"Foto zeigt, wie Flüchtling Selfie im brennenden Lager Moria macht",false,de
Ateş ölçüm cihazlarının epifiz bezine zarar verdiği iddiası,false,tr
ویدیویی که جمعیت کم مقابل جایگاه سخنرانی حسن روحانی در مراسم ۲۲بهمن امسال (۱۳۹۸) را نشان می‌دهد.,true,fa
Militärflugzeuge überwachten Greta Thunbergs Reise über den Atlantik,false,de
"Almanya'da işsiz üniversite mezunu yüzde 4, bizde yüzde 30.",false,tr
Suriyeli kişinin çocukları kaçırıp işkence ettiği iddiası,false,tr
"❌FAKE NEWS❌ RBB manipuliert Foto und fügt AFD Transparent hinzu, das es nie gab!",false,de
"5,5 Jahre Haft für Vergewaltigung einer 9-Jährigen, 10 Jahre für „Böller an Moscheetür“",false,de
"Peki zeytin üretiminde Türkiye'yi dünya ikincisi yapan kim, AK Parti.",false,tr
وابستگی بودجه کشور به درآمد‌های نفتی به ۳۰ درصد کاهش یافته است.,false,fa
Türkiye’de 20 milyon  yoksulluk sınırının altında yaşıyor.,mostly true,tr
Türkiye ve bazı Avrupa ülkelerindeki milletvekili maaşı ve asgari ücretlerin oranına dair iddialar,false,tr
"Bill Gates hat am Mittwoch bei CNBC verraten, warum er uns alle impfen will: Für einen Gewinn von 2000 Prozent",false,de
Seçim bir siyasi faaliyet değildir.,false,tr
Das BAMF sucht per Stellenanzeige Statisten für Demos gegen rechts und Proteste gegen Abschiebungen.,false,de
Bugün 24 yaşında olan bir gencimiz sınav sisteminin 15 kere değiştiğine şahit oldu,true,tr
Jeden vierten Tag tötet ein Ausländer einen Deutschen,false,de
"Im Reinhardswald soll gerodet werden, Schuld sind die Grünen",false,de
Entwicklung der CO2-Emissionen von Deutschland und weltweit,true,de
"Sprachnachricht mit Behauptungen über Vitamin D, Mutation des Virus, Triage und 5G",false,de
Schon vor 20 Jahren existierte eine Impfung gegen das „neuartige“ Coronavirus,false,de
"Tüketici kredisi, banka kredi kartı borç batağıdır. Borç batağındaki vatandaş sayımız 5 milyon",false,tr
"Son 14 yılda, araştırmacı personel sayımız artarak 2016 sonunda 122 bine ulaştı. Ar-Ge harcamalarımız arttı. Geçen yıl 20 milyar 600 milyon harcama yapıldı. GSYİH’nin yüzde 1’ini geçtik",true,tr
İlginç ama gerçek: 2018’den 5 doğru bilgi,true,tr
Dünyanın kız çocuklara en kötü davranan 6'ncı ülkesiyiz.,mostly true,tr
Asylbewerber wurden während der Corona-Maßnahmen heimlich nach Görlitz gebracht,false,de
İstanbul Valiliği’ndeki tadilat için 3 milyon liradan fazla bedelli ihale yapıldığı iddiası,true,tr
"Sağlık Bakanlığı'nın bütçesi 1,5 katrilyon, Diyanet İşleri Başkanlığı'nın 5 katrilyon.",false,tr
Deutscher Bundestag warnt seine Mitarbeiter vor hohen CO2-Werten im Blut durch Maskentragen,false,de
Kredi kartı borcunu ödeyemediği için yasal takibe intikal etmiş ve hâlen yasal takibi devam eden gerçek kişi sayısı 2 milyon 100 bini aşmış bulunmaktadır.,true,tr
"PISA’da matematik alanındaki yerimiz 25 puan, fen ortalamamız ise 29 puan arttı.",true,tr
"Das kleine Deutschland stellt nur ca. 1% der Weltbevölkerung, hat aber 2016 bereits mehr Asylanträge angenommen, als die ganze übrige Welt zusammen!!!",false,de
Japonya'da gökyüzüne lazerle uçuş rotası çizildiği iddiası,false,tr
وضعیت زنان در این ۴۰ سال نسبت به دوران پهلوی بسیار بهتر شده است.,false,fa
"Diğer partilerin 30 Mart seçimindeki oylarını koruması, HDP’nin de seçime bağımsız girmesi halinde AK Parti tek başına iktidar olamıyordu.",false,tr
Ekkehart Rackete arbeitet in der Rüstungsindustrie,true,de
Almanya parlamenter sistemle yönetiliyordu ama buna rağmen Hitler gibi bir diktatör ülkenin başına musallat oldu.,false,tr
Paris'teki İnsan Müzesi'nde Cezayirliler'in kafataslarının sergilendiği iddiası,false,tr
Türkiye baklagillerde net ithalatçı ülke durumundadır.,true,tr
Türkiye Cumhuriyeti’nin ilk parasının üstünde ‘Saban kılıçtan üstündür’ yazdığı iddiası,false,tr
Mutmaßlicher Täter des Anschlags von Hanau sei kein politisch motivierter Extremist,false,de
"In Deutschland werden Sex Coupons an Flüchtlinge verteilt, mit denen sie kostenlos ein Bordell besuchen können.",false,de
Türkiye’de bugün 3 milyon işsiz var. Bunların 1 milyonu üniversite mezunu.,mostly true,tr
Çalışan sayısı artmasına rağmen iş kazalarında yüzde 38’lik bir azalma sağlamışız.,false,tr
4+4+4 düzenlemesi öncesi 2011-2012 eğitim öğretim yılında 4.664 özel okulda 535.788 öğrenci eğitim görürken bu yıl 9.555 özel okulda 1.204.963 öğrenci eğitim görmektedir.,true,tr
Videonun tabaktan fırlayan tavuğu gösterdiği iddiası,false,tr
"Dünya Bankası'nın değerlendirme çalışmasına göre, Türkiye hukukun üstünlüğünde 18 sıra geriye gitti, 209 ülke arasında 108. sırada yer aldı.",true,tr
"'Belediyelere, kayyum atayacağım' diyor. Oyla alamadığını zorla almaya çalışıyor. Tarihten, insandan utanmıyorlar. DBP'nin bağlı olduğu belediyelerde AKP adayları yüzde 10 bile oy alamadı.",false,tr
Videonun Fransa Başkanı Emmanuel Macron'u 30 yıl önce eşiyle dans ederken gösterdiği iddiası,false,tr
Hemen her şehirde ihracat artışının 5 kattan daha az olduğu şehir görmedim. 1 milyar doları aşan ihracat yapan şehirlerimizin sayısı 5’ten 16’ya çıkmış,false,tr
Türkiye'deki beş markanın ürünlerinde domuz eti kullandığı iddiası,false,tr
"Die Jugend der SPD (Jusos) hat sich dafür entschieden, künftig für den Schwangerschaftsabbruch bis zum 9. Monat zu stehen.",false,de
