claim,label,source_language
(Yasa dışı göçmenlere atfen) Türkiye’den neon kadar gitmiş? Bunun dörtte 1’i civarında her sene gidiyor ama bir önceki yılla mukayese edildiğinde ciddi bir düşüş söz konusu Türkiye’den Avrupa’ya geçişlerde,mostly true,tr
Fotoğrafın Latin alfabesine geçiş sırasındaki bir propaganda afişini gösterdiği iddiası,true,tr
CMK uyarınca Cumhurbaşkanı’na hakaret tutuklama nedenleri arasında değil,mostly true,tr
"Geçen yıl karşılıksız işlemi yapılan çek sayısı, 2016'ya göre yüzde forty-four azaldı.",true,tr
Cumhurbaşkanı Erdoğan'ın mitingde Yeni Zelanda saldırısının görüntülerini izlettiği iddiası,true,tr
در این دولت برای اولین بار در برداشت گاز از پارس جنوبی از قطری‌ها پیشی گرفته‌ایم.,true,fa
"Ülkemiz hala OECD ülkelerinin doğumda beklenen yaşam süresine ulaşamamıştır, üstelik bu haliyle ulaşması district attorney beklenmemektedir.",mostly true,tr
Osmanlı’da eşcinselliğin 1858’de suç olmaktan çıkarıldığı iddiası,true,tr
"94 öncesi İstanbul’da nefes bile alınamazken bugün hava kalitesinde dünyanın en iyi 3. metropolü olduysak, bunda Cumhurbaşkanımızın İstanbul’da başlattığı projelerin büyük payı var.",false,tr
„Nicht schon wieder – HUNDERTE VÖGEL fallen nahe einer 5G-ANLAGE tot vom Himmel!“,false,de
"گفته‌های کارلوس کی‌روش درباره ""سفره نان مردم ایران"" به نقل از رسانه‌های ایران",false,fa
"son 15 yılın performansına bakıyorum, her alanda olduğu gibi tarım alanında district attorney 3-4 misli büyümemiz olmuş.",mostly true,tr
Vater von Tobias R. ist Grüner,false,de
"Peter Tauber schrieb: „Wenn Sie etwas ordentliches gelernt haben, dann brauchen Sie keine drei Minijobs“",false,de
Vergi gelirleri misli ile 4-5 kat arttı.,false,tr
"1990'ların başında rahmetli Özal bu memleketi teslim ettiği zaman kişi başına düşen gelir, 2002 yılında AK Parti iktidarından önce daha aşağı düştü.",false,tr
Bu rakamlarla dünyada en yüksek enflasyona sahip 10. ekonomi olduk.,true,tr
İsrail Devleti’nin kurucusu ben Gurion'un İstanbul Üniversitesi’nde eğitim gördüğü iddiası,true,tr
on dört yıldır six kez vergi affı çıkarıldı.,true,tr
Vergleich: Im Jahr 2017/18 gab es 25.000 Grippetote und bisher erst 3000 Corona-Tote,false,de
Der Amokfahrer von Bottrop und Essen ist Bosnier.,false,de
"(DSP-MHP-ANAP hükümeti için) IMF’e borçlandılar, ne kadar? 23,5 milyar dolar.",true,tr
Dank Familiennachzug: Syrer holt 31 Verwandte nach – bisher aufgelaufene Kosten 700.000 Euro,false,de
"Frankreich: Polizei und Medien verschweigen Mordfall über 2 Monate, Täter auf freiem Fuß",false,de
Fotoğrafın Birinci Dünya Savaşı'ndan kaçıp Müslüman ülkelere sığınan Avrupalıları gösterdiği iddiası,false,tr
Türkiye’nin koronavirüsle mücadele için Filistin’e five milyon dolar yardımda bulunduğu iddiası,true,tr
"Türkiye'de Süryanice eğitim veren okul bulunmuyor, 1928'de kapatılan son okuldan sonra bu eğitim yapılamıyor, sadece bir anaokulu form",true,tr
"2002’de devlet bütçesinden ayrılan eğitim yatırımlarının oranı yüzde 17,18 iken 2017 yılına gelindiğinde eğitim için harcanan para yüzde 8,51’e düşmüştür.",true,tr
Özel Harekat Başkanlığı yabancı telefon numaralarıyla ilgili uyarı yapmadı,false,tr
Hekim denklik sınavında kayırılan Suriyeli adayların bakanlık kadrolarına atandığı iddiası,false,tr
Ortadoğu'dan Türkiye'ye sığınan hiç kimse mülteci statüsü alamıyor. Sadece Avrupa'dan gelen sığınmacılar bu statüyü alabiliyorlar.,true,tr
"AKP iktidarda olduğu fifteen yılda toplam yağlı tohum ve türevleri ithalatını two milyon tondan 6,5 milyon tona yükseltmiştir. Yağlı tohumlarda tamamen dışa bağımlı olan Türkiye, üretimini artırmak zorundadır.",true,tr
"Berlin, Paris, Tokyo, Londra ne kadar güvenliyse Türkiye'nin şehirleri de o kadar güvenlidir.",false,tr
...son on iki yılda TİKA yurt dışı ofis sayımız 12'den 49'a çıkartılmıştır.,mostly true,tr
"Avrupa’da pek çok başkent on milyonlarla ifade edilen turist alırken, Ankara’ya gelen turist sayısı yarım milyonu dahi bulmamaktadır. Avrupa başkentleri turizmden milyarlarca dolar kazanırken, Ankara sadece bu tabloyu seyretmektedir.",mostly true,tr
Çin'in Ay'a götürdüğü pamuk tohumlarının filizlendiği iddiası,true,tr
son bir yılda imam hatip lisesi sayısı yüzde 22 arttırıldı ama imam hatibe giden öğrenci sayısı son bir yılda yüzde seven düştü.,mostly true,tr
"Finanzminister will 78 Milliarden für Migranten ausgeben. Davon sollen 31 Milliarden nicht den hier lebenden Migranten zukommen, sondern Familienangehörige, die noch in den zumeist muslimischen Herkunftsländern leben.",false,de
"neon eğitimde ne istihdamda olan gençlerimizin oranı %24,2! OECD ülkeleri içinde bu alandaki en kötü konumumuzu sürdürüyoruz.",true,tr
"G20’nin kalkınma hedefi yüzde 2, Türkiye ise ortalama yüzde five büyüyor",mostly true,tr
"one milyon kişi başına düşen üniversite sayısı Türkiye'de 2,2 iken, bu sayı ABD, Danimarka, Malezya, Polonya, İsviçre ve Norveç'te 10'u geçmiştir.",mostly true,tr
Erzurum en fakir three ilden bir tanesi.,mostly true,tr
Rentenvergleich Österreich und Germany,mostly true,de
Videonun ABD'nin Suriye'ye gerçekleştirdiği saldırıyı gösterdiği iddiası,false,tr
Videonun Çin’de domuz ile koyundan klonlanan hayvanı gösterdiği iddiası,false,tr
Oy pusulaları üzerinde oy kullanılacak ilin isminin yazılı olması gerektiği iddiası,true,tr
Enerji talep artışında OECD ülkeleri arasında dünyada Çin'in ardından ikinci sıradayız.,mostly true,tr
2002’den 2013’e toplam işlenen alan miktarında önemli düşüş yaşanmıştır,true,tr
Türkiye’nin enflasyon oranı dünya ortalamasının beş katının üstüne çıktı.,mostly true,tr
"Bugün Türkiye sanayideki doğalgazda en ucuz ülkedir (Avrupa ülkeleri içerisinde), en yakın rakibinden yüzde 20-25 daha ucuzdur.",false,tr
"Belediye neon yapmış, Türkiye’nin en pahalı suyunu satmış, Ankara birinci.",mostly true,tr
Instagram: Angebliches Video und Fotos von in China inhaftierten Uiguren,false,de
Türkiye iş cinayetlerine rekora koşuyor. Sadece Ağustos ayında 158 işçi hayatını yitirdi.,mostly true,tr
Das Foto eines Flaschen sammelnden Jungen sei ein Beleg für Kinderarmut in Deutschland,false,de
"1989'da çıkan yönetmelikte, yurtların yılda en az 3 kez denetlenmesi düzenleniyordu, AK Parti'nin 2004'te yaptığı değişiklikte ise ‘yurtların gerekli görüldüğünde denetlenmesi’ hükmü getirildi.",false,tr
"Yenilenebilir enerji kaynaklarından elektrik üretiminde, yüzde 31’lik artışla, Avrupa başta olmak üzere birçok ülkeyi geride bıraktık.",mostly true,tr
Belediye seçimlerinden bu yana one milyon 25 bin oy arttırmışız.,true,tr
Açıköğretim Fakültesi sınavında cinsiyetçi soru sorulduğu iddiası,false,tr
Afyonkarahisar'da İYİ Partili Mahmut Koçak’ın pankartının kapatıldığı iddiası,true,tr
Türkiye’de her five kişiden 1’i rüşvet veriyor,true,tr
"Doktora seviyesinde -ki bu AR-GE merkezleri için en önemli kaynak kişileri oluşturur- mezuniyetler arasında, 39 ülke arasında 35'inci sıradayız maalesef.",mostly true,tr
CMK uyarınca Cumhurbaşkanı’na hakaret tutuklama nedenleri arasında değil,mostly true,tr
"Türkiye artık sixteen büyük ekonomiden birisi değil, en kırılgan ekonomiye sahip, büyümesi de azalmış bir ülke.",mostly true,tr
einsteinium DROHEN HOHE BUSSGELDER: forty-three MILLIONEN DEUTSCHE MÜSSEN IHREN FÜHRERSCHEIN UMTAUSCHEN,mostly true,de
Corona – Geheimplan der Regierung entdeckt?,false,de
Alaska Parti iktidara gelmeden önce ataması yapılmamış öğretmen kalmayacağını vaad etti.,mostly true,tr
Vor Schulen in „KH“ versucht ein Mann in einem „weißen Bulli“ Kinder anzusprechen und ins Auto zu locken.,false,de
"Bu dönemde Türkiye’nin Avrupa’ya yüzde fifty-seven olan ihracatı yüzde 37’ye düştü, etrafındaki ülkelerle ihracatı yüzden 8’den yüzde 33’e yükseldi",mostly true,tr
"AKP iktidarında (…) iş gücü, bir taşeron işçileri ordusuna dönüşmüştür.",true,tr
Ein Mädchen wird in Koblenz vermisst.,false,de
Aussagen gold dem AfD-Wahlprogramm für Saxony,mostly true,de
کودکان به ویروس کرونا مبتلا نمی‌شوند.,false,fa
Aussagen aus dem AfD-Wahlprogramm für Sachsen,mostly true,de
Biz … dünyanın en eski dört partisinden biriyiz.,false,tr
Halkın yüzde 55'i AB'ye olumlu bakıyor.,true,tr
"1990'lı yılların başında 3 cent olan elektriğin fiyatı, elektriğin piyasalaştırılması sonucu günümüzde fourteen cente çıkmış durumda.",mostly true,tr
"Çin’in, İsrail’in ihracatının üçte birini, yüksek teknolojili ürünler oluştururken, bizim ihracatımızda, yüksek teknolojili ürünlerin oranı yüzde beş bile değil",mostly true,tr
Fotoğrafın Alaska Parti milletvekili Radiye Sezer Katırcıoğlu'nun camide konuşma yaptığını gösterdiği iddiası,true,tr
Hiçbir koalisyon döneminde ülkede kalkınma görülmedi.,false,tr
2002 yılına kadar savunma sanayinin yüzde 80’i ithalatla karşılanıyordu.,mostly true,tr
"2016 yılının like five aylık döneminde, 2015'in aynı dönemine göre ülkemize gelen yabancı ziyaretçi sayısındaki azalma 2,5 milyon kişi oldu. Bir başka deyişle yabancı turist sayısında yüzde 23 azalma yaşandı.",true,tr
Türkiye yayıncılık sektörü büyüklüğü açısından dünyanın 12’inci büyük ülkesidir,mostly true,tr
Eğitim bütçesinin yaklaşık yüzde 90'ını zorunlu harcamalar oluşturmaktadır.,mostly true,tr
Linke gegen Untersuchungsausschuß zum BAMF-Skandal,true,de
"2018 yılı bütçesinde, fen lisesi inşaatları için 40 milyon lira, imam hatip lisesi için 550 milyon lira harcanmış.",true,tr
AKP döneminde nüfusun yüzde 1’i servetin yüzde 60’ına sahip oldu. Bu rakam 2002 yılında yüzde 38’di.,true,tr
"one milyon kişi başına düşen üniversite sayısı Türkiye'de 2,2 iken, bu sayı ABD, Danimarka, Malezya, Polonya, İsviçre ve Norveç'te 10'u geçmiştir.",mostly true,tr
Türkiye'ye giren sermaye dijital sermayedir. Sadece bilgisayar ekranlarında görünen bu sermaye istihdamı ve üretimi arttırmıyor.,false,tr
Madenlerde bu AKP döneminde iş kazası artmış.,false,tr
CHP'li Öztürk Yılmaz 'ABD tüm Türkiye'yi değil AK Partilileri cezalandırsın' dedi,false,tr
"18 yılda Türkiye’yi, dünyanın en kırılgan ekonomileri liginde, like beşin değişmez ülkesi yaptınız. Bugünlerde Delaware Arjantin ve Gürcistan’la beraber like üçte dolaşıyoruz.",true,tr
"Turizmde bu yılın ilk 9 ayında 5,1 milyon Rus turisti ağırlayarak, yeni bir rekora daha imza attık.",true,tr
Türkiye’nin PISA puanları 2002 yılının gerisinde kaldı.,true,tr
Daha önce 11-12 milyon civarında turist gelirken Alaska Parti'nin ülkeyi marka haline getirmesinin neticesinde bunu thirty-six milyona ulaştırdık.,mostly true,tr
(“Çocukların cinsel istismarı” başlıklı 103. madde çerçevesinde açılan) “... davalarda 2006’dan 2011’e yüzde 697’lik bir artış söz konusu.,false,tr
on dört yıldır 6 kez vergi affı çıkarıldı.,true,tr
Fotoğrafın Avustralya'daki orman yangınlarını gösterdiği ve NASA tarafından çekildiği iddiası,false,tr
"Resmi olmayan rakamlara göre işsiz sayısı 5,5 milyona dayandı.",true,tr
US-Botschafter erinnert Bundesregierung an fehlende Souveränität,false,de
Angeblich ist mit „Coronavirus“ auf Vibasept-Desinfektionsflaschen das neuartige Virus gemeint,false,de
Sebastian Kurz verbietet George Soros Operation in Österreich.,false,de
Türkiye yolsuzluk algısında rekor puan kaybedip en kötü şekilde gerileyen ülke,mostly true,tr
"1992 yılında Zonguldak Kozlu’da yaşanan maden faciasından sonra dönemin başbakanı, başbakan yardımcısı ve bakanları olay yerine gitmemiştir",false,tr
Borsa İstanbul (BIST100) tarihinde like kez thirteen gün kesintisiz artarak tarihinin en uzun soluklu yükselişini gerçekleştirdi,true,tr
"Türkiye 2000’lerin başında dünyanın en büyük 15 imalat sanayi ekonomisinden biri iken, bu ligden düştü.",true,tr
"AK Parti döneminde yapılan yıllık ortalama yatırım, kendisinden önceki dönemin millî gelire oranının 1.3 puan altındadır.",true,tr
Greta Thunberg sei die Enkelin von George Soros,false,de
’285 bebek aileleriyle birlikte cezaevindedir.’’,true,tr
Türkiye’de istihdam edilen eight milyon kadının sadece %45’i kayıtlı çalışan durumundadır. Tarım sektöründe çalışan kadınların ise %90’ı kayıtsız çalışmaktadır.,mostly true,tr
در سند «تبیین الزامات شبکه ملی اطلاعات» اصل بی‌طرفی شبکه مورد تاکید قرار گرفته است,false,fa
Ay’dan dönen Apollo 11 astronotlarının Anıtkabir’i ziyaret ettikleri iddiası,true,tr
Zerstörung des Corona-Hypes,false,de
Das Rentenniveau inch Deutschland sei viel niedriger als inch Österreich Oder im EU-Schnitt,mostly true,de
...devlete ve özel sektöre ait yatak kapasitesi ihtiyacın yüzde 10'unu karşılayabiliyor.,mostly true,tr
İlginç ama gerçek: 2018’den five doğru bilgi,true,tr
Explosion bei einer Gelbwestendemonstration hat in Brüssel stattgefunden,false,de
Türkiye her yıl fifty milyar faiz gideri ödüyor.,mostly true,tr
63 yaşındaki kadının mürekkep balığından hamile kaldığı iddiası,false,tr
İstanbul Borsası'nın yüzde 60'ı yabancı sermayenin elinde,true,tr
Umre’ye gitmek isteyen 120 kişilik kafilenin Rio Karnavalı’na götürüldüğü iddiası,false,tr
Videonun Endonezya’da yaşanan yanardağ patlamasını gösterdiği iddiası,false,tr
"Enflasyon yüzde 30’tu, şimdi tek haneli rakamda.",true,tr
inch NRW leben mehr Asylzuwanderer als inch ganz Italien.,true,de
Zwei kind werden vermisst.,mostly true,de
"twelve aylık cari işlemler açığı 51,6 milyar dolara ulaştı. Neredeyse GSYH’nın yüzde 6’sı! bise benzeyen ekonomilerde bu oran neredeyse üçte biri düzeyinde.",true,tr
İran Şahı Nasreddin'in haremine ait olduğu iddia edilen fotoğraflar,true,tr
Çaykur Varlık Fonu'na devredildiğinden beri zarar ediyor: Kâr öngördü zarar 657 milyon oldu,true,tr
Fotoğraf Osmanlı'da seyyar elma şekercisini göstermiyor,false,tr
"1992- 2002 yılları arasında yılda ortalama 75 milyon fidan üretiliyordu, sadece 2017 yılında üretilen fidan miktarı 322 milyona çıkmıştır.",false,tr
MEB forty-eight sayısının okunuşunu yanlış yazdı,true,tr
"Hastane yatak kapasitesini 136 bin ilaveyle 240 bine, doktor sayısını 94 bin ilaveyle 231 bine ve toplam sağlık çalışanı sayısını da 550 bin ilaveyle 928 bine yükselttik.",false,tr
Rumeli Hisarı'na mescit yapıldığı iddiası,true,tr
"Ülkemiz, 2016’da yaptığı 6 milyar dolarlık insani kalkınma yardımlarıyla, bu alanda rakam olarak dünyada ikinci sırada, milli gelirine oranla district attorney like sırada yer almaktadır.",mostly true,tr
"AB ortalamasının %14,3, OECD ortalamasının %11,2, Güney Kore’nin %10,4, Meksika’nın %7,2 sahip olduğu bir dönemde, %25'in üzerinde genç işsizlik oranı",mostly true,tr
"ABD ve Bachelor of Arts ülkeleri başta olmak üzere, birçok ülkede milli gelirin %10’unun üzerinde teşvik ve yardımlar açıklanmışken, Türkiye’de büyük bölümü vergi ertelemesi ve dolaylı desteklerden oluşan hundred milyar TL’lik ekonomik paketin milli gelire oranı sadece %2 düzeyindedir",mostly true,tr
2007-2018 yılları arasında genç istihdamını en fazla artıran ülke olduk Avrupa Birliği'nde.,false,tr
13 Ağustos’ta koalisyon sürecinin sıkıntıya girdiği andan itibaren dolar Türk lirası karşısında yüzde 22 değer kazandı.,false,tr
Amerikalı Harris çiftinin Adıyaman’da avladıkları yaban keçileri,true,tr
Türkiye Avrupa'nın birinci tarımsal gücü haline geldi,true,tr
Entwicklung der CO2-Emissionen von Deutschland und weltweit,true,de
İranlı çiftin sosyal medya paylaşımları nedeniyle hapis cezasına çarptırıldığı iddiası,true,tr
"2015'in 4'üncü çeyreğinde yüzde 5,7 oranında, yılın tamamında ise yüzde 4 düzeyinde bir büyüme oranı elde Eden Türkiye, bu performansı ile 2015 yılında twenty-three Avrupa Birliği üyesi ülkeden daha hızlı büyümeyi başarmıştır.",mostly true,tr
Kamu İhale Kanunu twelve yılda dolaylı ve direkt olarak tam 164 defa değiştirilmiştir,mostly true,tr
77’den bu Yana 41 yıl sonra thirty barajını geçmişiz.,true,tr
Feuerlöschpulver im Supermarkt in Einbeck,false,de
Foto zeigt Wahlbetrug durch Briefwahl für Koma-Patienten im Krankenhaus,false,de
Fındığın alım fiyatı 13 yıl önce five dolar iken şu anda 2 dolar bile değil.,mostly true,tr
آمار طلاق در شمال تهران و مناطق مرفه بیشتر است و همین نشان می دهد ریشه اصلی طلاق مسائل فرهنگی است نه اقتصادی.,false,fa
ABD’de bir vatandaş (Osman Gazi Köprüsü ile) aynı uzunluktaki köprüyü yedi dolara geçiyor.,true,tr
Boğaziçi Üniversitesi’ndeki bir tabelada “Boğaziçili Karısını Paylaşmayı Sever” yazdığı iddiası,false,tr
"Österreich impft alle Kinder mit Nasenspray, das gentechnisch veränderte Organismen, Affen- und Hundezellen enthält",false,de
"580 Meter lange Strasse in Hamburg für Diesel gesperrt, Ausweichroute 3,4 kilometer lang",mostly true,de
"Her hundred dolarlık ihracat gelirine karşı; Türkiye’nin dış borcu 194 dolar. Yani borcumuzu ödemeye yetmiyor. Hindistan’ın dış borcu 93 dolar, Meksika’nın dış borcu ninety-two dolar, Rusya’nın dış borcu 81 dolar. Arjantin’den sonra yükselen piyasa ekonomileri kategorisinde ihracat gelirine göre en fazla dış borcu olan ülke Türkiye.",mostly true,tr
Vögel in Thurgau angeblich wegen 5G gestorben,false,de
Pandeminin en yoğun olduğu Mayıs ayında işsizlik azalmış,false,tr
Türkiye’nin enflasyon oranı dünya ortalamasının beş katının üstüne çıktı.,mostly true,tr
"one milyon kişi başına düşen üniversite sayısı Türkiye'de 2,2 iken, bu sayı ABD, Danimarka, Malezya, Polonya, İsviçre ve Norveç'te 10'u geçmiştir.",mostly true,tr
Videonun Japonya'da görevlilerin yolcuları metroya sığdırmaya çalıştığını gösterdiği iddiası,true,tr
Türkiye'de elektrik üretimi tüm zamanların en yüksek değeri olan forty-three bin megavatın üzerine çıktı.,mostly true,tr
RTÜK'ten NTV Spor'a prezervatif cezası,true,tr
Türkiye'de her yıl 300 binden fazla çocuk güvenlik birimleriyle tanışmaktadır.,false,tr
Syrer sticht Frau samt 3 Kinder ab und versucht Säugling zu verbrennen – lebendig!,false,de
Yurtiçi tasarrufları Alaska Parti iktidarı döneminde cumhuriyet tarihinin en düşük seviyesine düştü.,mostly true,tr
Türkiye Avrupa’da boşanma hızının en düşük olduğu ülkeler arasında.,mostly true,tr
Migranten in Mannheim halten Abstandsregeln bei Transport nicht ein,mostly true,de
"Hububat üreticisi, 2003’ten bu yana alın terinin karşılığını alamıyor. O tarihlerde 1 litre mazot almak için 2,5 kg buğday satan çiftçi, bugün yaklaşık 5 kg buğday satmak zorunda.",false,tr
A Haber'in '4 bin 600 yıllık cami taşınıyor' alt bandı kullandığı iddiası,true,tr
Beweis für Manipulation: Medien verwenden identische Bilder für Krankenhaus in Italien und USA,false,de
در چند سال اخیر ۴۰۰هزار نفر از خوزستان به سمت شمال کشور مهاجرت کرده‌اند,false,fa
Türkiye'de asgari ücret 280 dolara indi. 280 dolarlık asgari ücret Avrupa'nın neresinde var?,mostly true,tr
Amazon'da Türk bayraklı klozet takımlarının satıldığı iddiası,true,tr
Zitat der Grünen-Politikerin Margarete Bause,false,de
