claim,label,source_language
2015 yılında bir önceki yıldan devreden faili meçhul dosya sayısı 2005'e göre 2 katından fazla artış göstererek 2 milyon 867 bin 828'e yükselmiş.,mostly true,tr
Almanya genelinde ders kitaplarının kiralanıp yıllarca kullanılabildiği iddiası,partly true/misleading,tr
Videonun 30 Ekim 2020 İzmir depremindeki kurtarma çalışmalarından olduğu iddiası,false,tr
Video Kılıçdaroğlu'nun Çubuk'ta uğradığı saldırıdan sonra söylediklerini göstermiyor,false,tr
"İhracatta 6 milyar, turizmde 6-7 milyar dolar Rusya'dan gelir elde ediyoruz. Bir de bavul ticareti var; 2013'te 8,5 milyar, 2014'te 6 milyar dolara düşen bir tablo. Kriz derinleşirse, Türkiye'nin 20 milyar dolar kaybı olacağı göz önünde bulundurulmalı.",mostly true,tr
Son 11 yılda 241 tane devlet tarafından öldürülen çocuk var,mostly true,tr
...gelir dağılımındaki adaletsizlik artıyor.,partly true/misleading,tr
Weltweit wurde Covid-19 aufgrund eines schwerwiegenden Diagnosefehlers falsch behandelt,mostly false,de
2002'de göreve geldiğimizde geniş bant nedir bilen yoktu. 2 gün önce İngiltere'deydim. Orada bile internet hızı bizden daha yavaş.,false,tr
14 yılda 6 bin 100 kilometrenin üzerine 18 bin 500 kilometre daha yol koyduk.,mostly false,tr
"Ein „Arabermob“ habe versucht, Studentinnen zu vergewaltigen",false,de
90 Prozent falsche Positiv-Tests in den USA?,partly true/misleading,de
Alice Weidel ist die beliebteste Politikerin bei Facebook,false,de
Fotoğrafın İspanyol gribi salgınında maske takan bir kediyi gösterdiği iddiası,true,tr
„Über 500 Wissenschaftler widersprechen These vom ‘menschengemachten Klimawandel’“,partly true/misleading,de
در چند سال اخیر ۴۰۰هزار نفر از خوزستان به سمت شمال کشور مهاجرت کرده‌اند,false,fa
Uluslararası yatırımcıların önemli bölümü ülkemize yaptıkları yatırımları artırarak sürdürüyor.,false,tr
9 ile başlayan kimlik numaraları ve Suriyeliler'in oy kullanmasına ilişkin iddia,true,tr
Türkiye'nin 2018'de 'yarı-özgür ülke' statüsünden 'özgür olmayan ülke' statüsüne gerilediği iddiası,true,tr
Corona: Einreisestopps in EU sollen nicht für Asylbewerber gelten,partly true/misleading,de
Niemand ist am Coronavirus gestorben,false,de
"Adalet ve Kalkınma Partisi geldiğinde yüzde 52’lerde olan “yargıya güven” endeksi, şu anda yüzde 14’e kadar düştü.",false,tr
"Wer den Link teilt, bekommt einen 250-Euro-Gutschein von Rewe oder Edeka",false,de
ایران تنها کشور منطقه است که انتخابات برگزار می‌کند و تمام سیاستمدارانش با رای مردم انتخاب می‌شوند.,false,fa
"Ebu Hanzala'nın Ankara'da panele katılacağı doğru, reklam panoları montaj",partly true/misleading,tr
Bauer versus Aslyant,false,de
Türkisches Staatsfernsehen über Adrenochrom,mostly false,de
"Peter Tauber schrieb: „Wenn Sie etwas ordentliches gelernt haben, dann brauchen Sie keine drei Minijobs“",partly true/misleading,de
"...ülkemiz on iki yıllık AKP döneminde, net 164 bin 222 dekar ormanını kaybetmiştir.",partly true/misleading,tr
Merkel Migrant tötet 14-Jährige.,false,de
Türkiye satın alma gücü bakımından dünyanın en büyük 13. ülkesidir. Aynı şekilde kişi başına düşen milli gelir bakımından bulunduğumuz 64. sıranın da gerçeği yansıtmadığını düşünüyorum.,true,tr
براساس سناریوی سازمان ملل، جمعیت ایران در سال ۲۱۰۰ به ۳۰میلیون خواهد رسید.,false,fa
Syrer sticht Frau samt 3 Kinder ab und versucht Säugling zu verbrennen – lebendig!,mostly false,de
Das Bild einer Jugendlichen sei bei „Ende Gelände“ entstanden,false,de
"(DSP-MHP-ANAP hükümeti için) IMF’e borçlandılar, ne kadar? 23,5 milyar dolar.",true,tr
"Yaklaşık 300 bin yurttaşımız her yıl bu şekilde gezici, mevsimlik işçi olarak Türkiye'yi dolaşıyorlar",mostly true,tr
ABD’de yedi ay içerisinde sivil ölümleri 560'ı aşmış durumda.,true,tr
Corona- und Influenza-Todeszahlen können sinnvoll verglichen werden,mostly false,de
Fındık rekoltesi her geçen yıl azalıyor.,false,tr
130 Millionen Tote: ZDF rottet zwei Fünftel der USA aus,false,de
Ay’dan dönen Apollo 11 astronotlarının Anıtkabir’i ziyaret ettikleri iddiası,true,tr
ما اعدام دختر ۹ ساله و پسر ۱۵ ساله و یا حتی سنگسار نداشته و نداریم.,false,fa
جایگاه ایران در شاخص نوآوری از رتبه ١٢٠ به ۶۱ رسیده است.,true,fa
İtalya’da koronavirüse karşı Kuran okunduğu iddiası,true,tr
Cumhurbaşkanımız seçilmiş devlet liderleri içerisinde dünyada en yüksek devlet tecrübesine sahip,false,tr
Alle Arbeitgeber müssen bis 31. Juli 2021 den Impfschutz ihrer Angestellten nachweisen,mostly false,de
Bundesagentur wirbt mit Kindergeld in aller Welt – selbst auf arabisch,false,de
Fotoğraftakilerin insan derisi ve uzuvlarından yapıldığı iddiası,partly true/misleading,tr
AB ile 150 milyar dolarlık ticaret hacmimiz var.,true,tr
Bestätigt – Glyphosat und Nierenzellen von Affen in Impfstoffen,partly true/misleading,de
"GAP Bölgesi yatırımlarının toplam kamu yatırımları içerisindeki payı 1990'lı yıllarda ortalama yüzde 7 ... iken, bu oran 2009 yılında yüzde 14,4'e yükselmiştir.",true,tr
Fotoğrafların Türkiye'deki yapıları gösterdiği iddiası,partly true/misleading,tr
"Bugün yer kürede yer alan doğalgaz rezervlerinin %70'i, petrol rezervlerinin ise %60'ı komşularımızın topraklarında bulunuyor. Ayrıca ülkemiz Avrupa'nın 4., dünyanın en büyük 18. doğalgaz piyasası konumundadır",partly true/misleading,tr
Fotoğrafın Hz. Muhammed’in türbesini gösterdiği iddiası,false,tr
Şener Şen’e ait olduğu iddia edilen Twitter hesabı sahte,false,tr
iPhone-Besitzer sind automatisch als Organspender registriert,mostly false,de
Elternbrief: Disziplinarverstoß eines Schülers wegen „ausländerfeindlicher Aktion“,false,de
"Belediye ne yapmış, Türkiye’nin en pahalı suyunu satmış, Ankara birinci.",mostly true,tr
11 rektör iki sene içerisinde atandı. Bu rektörlerin hepsi ilahiyat mezunu,true,tr
2002'de yüzde 72'ye ulaşan kamu borç stokunun milli gelire oranını 2016'da yüzde 28'e kadar düşürdük. Bu oranla Avrupa'nın en iyi durumda olan ülkeleri arasındayız.,true,tr
فکت‌ها درباره انتقال آب دریای خزر به سمنان,other,fa
"2018-19 yılında ilkokul çocuklarında okullaşma oranı %91, ortaokul çocuklarında %93,28. … ama bu rakamların şöyle bir trajik anlamı var: 2011/12 yani 4+4+4 başladığı gün, bu oran 98,67 idi. Cumhuriyet tarihi boyunca bu oranlar sürekli artagelmiştir.",true,tr
MEB’in Almanca ders kitabında bir kadının montajla başörtülü gösterildiği iddiası,true,tr
Hekim denklik sınavında kayırılan Suriyeli adayların bakanlık kadrolarına atandığı iddiası,partly true/misleading,tr
Markus Söder hat Kritikern der Corona-Maßnahmen mit Gefängnis gedroht,false,de
"Nasıl Türkiye’de bir işsizlik var, Türkiye’den daha çok işsizlik Almanya’da, İngiltere’de, İspanya’da var.",mostly false,tr
“Dalai Lama warnt vor zu vielen Migranten: Europa darf nicht muslimisch oder afrikanisch werden“,mostly true,de
"Büyüme koalisyon dönemlerinde ortalama yüzde 4, tek parti dönemlerinde ise yüzde 5,5.",false,tr
"Türkiye'nin 2002'de 36 milyar lira olan tarımsal milli geliri, 2014 yılında 125 milyar liraya ulaştı.",partly true/misleading,tr
[برخی] حقوقدانان شورای نگهبان تحصیلکرده انگلیس‌اند.,true,fa
Cumhurbaşkanlığı Külliyesi'ne ve YSK’ya giden yolların kamyonlarla kapatıldığı iddiası,true,tr
''Toptan ve perakende ticaret sektöründe 1 milyon 800 bin kişi istihdam edilmektedir.'',partly true/misleading,tr
"Bursa'yı bir dolaşın. En geri kalmış ilçesi Nilüfer. Çankaya Ankara'nın gözbebeğiydi. Şu an Çankaya, Ankara'nın en geri kalmış yeri.",false,tr
Türkiye'nin tükettiği mercimeğin yüzde 80'ini Kanada'dan ithal ettiği iddiası,false,tr
„Deutschland 2018: 860.000 Menschen ohne eigene Wohnung – Tendenz steigend“,partly true/misleading,de
Der Oberbürgermeister plant den Bau einer Großmoschee in Bautzen.,false,de
قمه‌زنی در عاشورا بدعت سفیر انگلیس در ایران بوده است!,false,fa
Gaziantep'te Suriyeliler vatandaşlık için kuyruğa girdi iddiası,false,tr
Fotoğrafın Washington DC'deki Atatürk heykelini koruyan siyahları gösterdiği iddiası,partly true/misleading,tr
Afrika'daki en büyük ticaret ortağımız Cezayir'dir.,false,tr
"2017’de tarımsal kesime 12,7 milyar lira destek verildi; aynı dönemde 8 ürünün ithalatına 20,6 milyar ödeme yapıldı.",true,tr
Sensation in Dänemark: Kein einziger Flüchtling darf mehr bleiben!,mostly false,de
AKP iktidara geldiğinden beri 2 trilyon dolar ithalat yapmışız; 1.3 trilyon dolar ihracat yapmışız; aradaki fark dış ticaret açığı.,true,tr
Madenlerde bu AKP döneminde iş kazası artmış.,partly true/misleading,tr
"Türkiye’de AK Parti de dahil hiçbir parti barajın indirilmesiyle ilgili girişimde bulunmadı, sadece AK Parti bunun tartışılması için çağrıda bulundu",false,tr
Video Sakarya’daki fabrikada yaşanan patlamayı göstermiyor,false,tr
Obama'nın karşısında ayaklarını uzattığı kişi Nuri El Maliki değil,false,tr
Kalkınma Bakanlığı olarak üniversitelere yatırımların ödeneklerinden sorumluyuz. Doğu ve Güneydoğu’yu farklı bir yere koyduk.,partly true/misleading,tr
İspanya’da koronavirüs taşıyan 92 bin vizonun itlaf edileceği iddiası,true,tr
Avrupa’da doğalgazı en ucuz kullanan ülke Türkiye.,false,tr
Kanadalı doktorların maaşlarına yapılan zammı protesto ettiği iddiası,true,tr
بیش از ۲۳ هزار دانشجوی افغانستانی در دانشگاه‌های ایران تحصیل می‌کنند و هر دانشجو سالانه ۱۵ هزار یورو هزینه دارد.,false,fa
Rumeli Hisarı'na mescit yapıldığı iddiası,true,tr
İnsanlı ilk roketin 1633 yılında Türkler tarafından fırlatıldığı iddiası,complicated/hard to categorise,tr
"Foto zeigt, wie Flüchtling Selfie im brennenden Lager Moria macht",false,de
Ateş ölçüm cihazlarının epifiz bezine zarar verdiği iddiası,false,tr
ویدیویی که جمعیت کم مقابل جایگاه سخنرانی حسن روحانی در مراسم ۲۲بهمن امسال (۱۳۹۸) را نشان می‌دهد.,true,fa
Militärflugzeuge überwachten Greta Thunbergs Reise über den Atlantik,false,de
"Almanya'da işsiz üniversite mezunu yüzde 4, bizde yüzde 30.",partly true/misleading,tr
Suriyeli kişinin çocukları kaçırıp işkence ettiği iddiası,partly true/misleading,tr
"❌FAKE NEWS❌ RBB manipuliert Foto und fügt AFD Transparent hinzu, das es nie gab!",false,de
"5,5 Jahre Haft für Vergewaltigung einer 9-Jährigen, 10 Jahre für „Böller an Moscheetür“",partly true/misleading,de
"Peki zeytin üretiminde Türkiye'yi dünya ikincisi yapan kim, AK Parti.",false,tr
وابستگی بودجه کشور به درآمد‌های نفتی به ۳۰ درصد کاهش یافته است.,false,fa
Türkiye’de 20 milyon  yoksulluk sınırının altında yaşıyor.,mostly true,tr
Türkiye ve bazı Avrupa ülkelerindeki milletvekili maaşı ve asgari ücretlerin oranına dair iddialar,partly true/misleading,tr
"Bill Gates hat am Mittwoch bei CNBC verraten, warum er uns alle impfen will: Für einen Gewinn von 2000 Prozent",mostly false,de
Seçim bir siyasi faaliyet değildir.,false,tr
Das BAMF sucht per Stellenanzeige Statisten für Demos gegen rechts und Proteste gegen Abschiebungen.,false,de
Bugün 24 yaşında olan bir gencimiz sınav sisteminin 15 kere değiştiğine şahit oldu,true,tr
Jeden vierten Tag tötet ein Ausländer einen Deutschen,partly true/misleading,de
آنچه درباره ویروس کرونا می‌دانیم…,other,fa
"Im Reinhardswald soll gerodet werden, Schuld sind die Grünen",partly true/misleading,de
Entwicklung der CO2-Emissionen von Deutschland und weltweit,true,de
"Sprachnachricht mit Behauptungen über Vitamin D, Mutation des Virus, Triage und 5G",mostly false,de
Schon vor 20 Jahren existierte eine Impfung gegen das „neuartige“ Coronavirus,partly true/misleading,de
"Tüketici kredisi, banka kredi kartı borç batağıdır. Borç batağındaki vatandaş sayımız 5 milyon",false,tr
"Son 14 yılda, araştırmacı personel sayımız artarak 2016 sonunda 122 bine ulaştı. Ar-Ge harcamalarımız arttı. Geçen yıl 20 milyar 600 milyon harcama yapıldı. GSYİH’nin yüzde 1’ini geçtik",true,tr
İlginç ama gerçek: 2018’den 5 doğru bilgi,true,tr
Dünyanın kız çocuklara en kötü davranan 6'ncı ülkesiyiz.,mostly true,tr
Asylbewerber wurden während der Corona-Maßnahmen heimlich nach Görlitz gebracht,mostly false,de
İstanbul Valiliği’ndeki tadilat için 3 milyon liradan fazla bedelli ihale yapıldığı iddiası,true,tr
"Sağlık Bakanlığı'nın bütçesi 1,5 katrilyon, Diyanet İşleri Başkanlığı'nın 5 katrilyon.",mostly false,tr
Deutscher Bundestag warnt seine Mitarbeiter vor hohen CO2-Werten im Blut durch Maskentragen,partly true/misleading,de
Kredi kartı borcunu ödeyemediği için yasal takibe intikal etmiş ve hâlen yasal takibi devam eden gerçek kişi sayısı 2 milyon 100 bini aşmış bulunmaktadır.,true,tr
"PISA’da matematik alanındaki yerimiz 25 puan, fen ortalamamız ise 29 puan arttı.",true,tr
"Das kleine Deutschland stellt nur ca. 1% der Weltbevölkerung, hat aber 2016 bereits mehr Asylanträge angenommen, als die ganze übrige Welt zusammen!!!",mostly false,de
Japonya'da gökyüzüne lazerle uçuş rotası çizildiği iddiası,false,tr
وضعیت زنان در این ۴۰ سال نسبت به دوران پهلوی بسیار بهتر شده است.,false,fa
"Diğer partilerin 30 Mart seçimindeki oylarını koruması, HDP’nin de seçime bağımsız girmesi halinde AK Parti tek başına iktidar olamıyordu.",false,tr
Ekkehart Rackete arbeitet in der Rüstungsindustrie,true,de
Almanya parlamenter sistemle yönetiliyordu ama buna rağmen Hitler gibi bir diktatör ülkenin başına musallat oldu.,false,tr
Paris'teki İnsan Müzesi'nde Cezayirliler'in kafataslarının sergilendiği iddiası,partly true/misleading,tr
Türkiye baklagillerde net ithalatçı ülke durumundadır.,true,tr
Türkiye Cumhuriyeti’nin ilk parasının üstünde ‘Saban kılıçtan üstündür’ yazdığı iddiası,false,tr
Mutmaßlicher Täter des Anschlags von Hanau sei kein politisch motivierter Extremist,mostly false,de
"In Deutschland werden Sex Coupons an Flüchtlinge verteilt, mit denen sie kostenlos ein Bordell besuchen können.",false,de
Türkiye’de bugün 3 milyon işsiz var. Bunların 1 milyonu üniversite mezunu.,mostly true,tr
Çalışan sayısı artmasına rağmen iş kazalarında yüzde 38’lik bir azalma sağlamışız.,false,tr
4+4+4 düzenlemesi öncesi 2011-2012 eğitim öğretim yılında 4.664 özel okulda 535.788 öğrenci eğitim görürken bu yıl 9.555 özel okulda 1.204.963 öğrenci eğitim görmektedir.,true,tr
